timestamp,open,high,low,close,volume
1569196800000,9930.13,9930.13,9930.13,9930.13,0.001
1569283200000,9637.93,9665.05,7996.45,8519.67,202.350799
1569369600000,8528.12,8724.77,8247.78,8435.28,55.417971
1569456000000,8434.45,8453.2,7761.87,8064.41,41.880079
1569542400000,8078.75,8259.96,7858.58,8178.73,47.142904
1569628800000,8199.4,8320.51,8020.0,8208.07,21.24093
1569715200000,8210.66,8220.38,7916.9,8047.12,61.639171
1569801600000,8058.25,8322.99,7744.23,8292.35,112.009925
1569888000000,8281.4,8498.23,8180.16,8295.63,49.861058
1569974400000,8305.0,8367.97,8154.37,8363.74,31.814659
1570060800000,8369.31,8386.65,8078.48,8222.19,40.654746
1570147200000,8227.57,8232.85,8005.25,8144.09,39.38286
1570233600000,8134.38,8179.58,8015.49,8128.65,25.41557
1570320000000,8128.65,8148.88,7801.0,7866.87,75.425625
1570406400000,7860.25,8289.0,7772.14,8191.94,78.870991
1570492800000,8205.09,8322.42,8110.4,8180.7,39.129437
1570579200000,8178.47,8662.01,8118.67,8570.8,96.568413
1570665600000,8565.75,8640.58,8439.36,8559.93,32.783931
1570752000000,8560.99,8772.46,8229.29,8266.17,139.985707
1570838400000,8255.24,8394.78,8251.15,8299.85,32.490636
1570924800000,8294.16,8448.7,8166.51,8276.97,55.029713
1571011200000,8273.46,8371.24,8213.4,8349.0,69.948401
1571097600000,8349.91,8400.92,8118.69,8163.48,99.706251
1571184000000,8162.08,8179.74,7922.44,7995.35,75.488533
1571270400000,7995.35,8122.45,7932.65,8073.01,93.712189
1571356800000,8070.24,8115.37,7825.0,7946.04,78.638399
1571443200000,7947.23,8080.03,7879.66,7956.07,76.470455
1571529600000,7952.67,8288.14,7875.62,8220.22,131.607879
1571616000000,8222.0,8324.66,8150.01,8200.03,119.36608
1571702400000,8196.41,8294.04,8000.72,8017.72,142.976904
1571788800000,8015.96,8044.28,7310.24,7466.85,273.918751
1571875200000,7466.85,7492.37,7341.62,7415.47,225.298306
1571961600000,7415.47,8776.6,7377.73,8653.66,382.335815
1572048000000,8655.5,10352.43,8637.01,9231.81,650.191206
1572134400000,9232.69,9787.69,9077.85,9530.88,429.573986
1572220800000,9528.62,9901.97,9182.33,9198.09,343.196832
1572307200000,9202.96,9533.79,9094.14,9408.43,280.989401
1572393600000,9407.96,9407.96,9004.51,9154.99,195.557213
1572480000000,9168.24,9400.0,8950.81,9142.65,181.578946
1572566400000,9141.77,9270.25,9041.97,9230.4,97.201588
1572652800000,9237.7,9366.42,9191.84,9288.85,66.076289
1572739200000,9320.52,9361.62,9069.38,9203.46,34.509873
1572825600000,9199.9,9505.13,9119.48,9391.41,52.793238
1572912000000,9395.14,9454.72,9180.44,9301.49,54.873119
1572998400000,9308.69,9429.6,9255.24,9346.85,34.746287
1573084800000,9342.01,9371.03,9115.87,9210.1,67.721284
1573171200000,9207.76,9253.18,8697.25,8781.14,142.738944
1573257600000,8773.61,8875.14,8729.97,8810.15,50.229502
1573344000000,8802.19,9137.31,8759.48,9039.3,85.368805
1573430400000,9044.51,9065.8,8624.44,8731.92,74.459175
1573516800000,8712.08,8874.22,8600.0,8821.69,87.183872
1573603200000,8823.72,8841.26,8721.49,8791.21,161.907523
1573689600000,8791.22,8808.57,8598.33,8645.97,70.182731
1573776000000,8645.97,8783.3,8408.21,8473.65,94.894971
1573862400000,8479.04,8535.98,8445.92,8495.01,68.057582
1573948800000,8495.01,8626.55,8420.0,8511.33,95.148871
1574035200000,8511.51,8511.51,8069.0,8186.59,71.17284
1574121600000,8182.71,8208.97,8004.04,8133.77,83.997387
1574208000000,8134.49,8229.5,8046.64,8094.38,58.436428
1574294400000,8097.84,8132.71,7520.18,7634.12,195.157049
1574380800000,7628.15,7721.84,6798.5,7282.49,205.231104
1574467200000,7277.26,7343.76,7087.9,7314.92,30.163185
1574553600000,7321.06,7334.4,6890.0,6905.31,143.180018
1574640000000,6901.05,7369.92,6524.64,7121.63,179.918842
1574726400000,7114.36,7335.85,7031.09,7151.05,115.245337
1574812800000,7155.73,7648.1,6850.74,7515.75,102.011077
1574899200000,7506.5,7643.22,7365.12,7424.67,88.485575
1574985600000,7412.07,7855.0,7404.12,7737.13,91.680678
1575072000000,7737.98,7800.0,7414.0,7548.08,114.531438
1575158400000,7540.08,7542.65,7236.66,7396.18,77.402772
1575244800000,7405.58,7419.16,7162.23,7296.97,107.114703
1575331200000,7296.96,7399.97,7239.55,7281.25,58.636189
1575417600000,7284.86,7751.07,7082.46,7195.68,118.667835
1575504000000,7180.59,7480.67,7153.94,7381.97,113.534324
1575590400000,7376.79,7597.04,7303.9,7529.99,76.723168
1575676800000,7542.59,7611.36,7472.23,7491.51,36.009011
1575763200000,7485.51,7562.68,7378.86,7509.15,32.269798
1575849600000,7511.64,7645.75,7276.66,7345.27,68.682337
1575936000000,7337.84,7405.29,7164.42,7227.39,59.576235
1576022400000,7230.5,7271.71,7139.23,7208.17,23.33556
1576108800000,7210.16,7292.67,7087.23,7200.81,43.880735
1576195200000,7196.03,7302.72,7195.48,7253.02,24.308115
1576281600000,7254.49,7269.11,7013.56,7068.94,49.742195
1576368000000,7066.69,7196.62,7011.08,7121.19,32.087207
1576454400000,7123.79,7152.66,6850.0,6893.47,80.234618
1576540800000,6891.13,6937.54,6564.89,6619.91,104.834435
1576627200000,6626.58,7411.91,6438.08,7270.83,156.116394
1576713600000,7285.03,7366.95,7048.75,7147.99,76.642129
1576800000000,7156.13,7214.26,7082.3,7181.29,29.912234
1576886400000,7188.86,7190.69,7118.0,7137.74,17.305598
1576972800000,7137.36,7512.47,7127.42,7504.57,69.748961
1577059200000,7510.48,7689.98,7271.82,7321.46,139.129644
1577145600000,7312.63,7430.89,7166.3,7276.31,68.082751
1577232000000,7262.39,7272.13,7131.55,7200.1,31.498899
1577318400000,7205.02,7432.08,7164.33,7208.33,38.359558
1577404800000,7208.33,7273.96,7100.0,7249.98,56.297457
1577491200000,7253.94,7361.77,7250.22,7308.62,31.311032
1577577600000,7312.34,7526.48,7294.84,7391.07,25.926259
1577664000000,7357.28,7396.65,7227.31,7244.3,75.239284
1577750400000,7240.76,7300.0,7146.0,7197.33,50.669991
1577836800000,7180.46,7245.54,7175.62,7195.65,31.403883
1577923200000,7191.39,7210.05,6934.29,6961.8,67.004407
1578009600000,6958.14,7404.24,6877.78,7345.65,102.621386
1578096000000,7344.55,7403.98,7282.25,7349.45,32.271372
1578182400000,7363.88,7489.84,7332.96,7364.19,67.247638
1578268800000,7359.4,7796.86,7352.92,7777.53,142.311675
1578355200000,7785.53,8198.98,7735.68,8174.34,242.896066
1578441600000,8174.37,8456.12,7890.0,8051.97,186.162188
1578528000000,8036.44,8036.44,7753.44,7824.32,116.171338
1578614400000,7813.16,8195.0,7684.66,8195.0,189.003029
1578700800000,8195.0,8290.0,8010.01,8026.42,79.694317
1578787200000,8010.01,8192.05,7968.79,8185.42,46.703006
1578873600000,8186.81,8186.81,8059.34,8102.27,71.026524
1578960000000,8110.96,8891.18,8110.96,8847.12,351.521336
1579046400000,8808.88,8911.21,8579.47,8817.79,146.624295
1579132800000,8836.69,8857.99,8595.65,8730.0,95.196653
1579219200000,8729.99,9022.5,8673.1,8915.59,77.322512
1579305600000,8905.0,8988.76,8805.36,8917.29,51.104627
1579392000000,8913.69,9200.0,8493.57,8718.51,217.436897
1579478400000,8725.94,8741.97,8530.0,8644.33,44.186513
1579564800000,8650.15,8778.28,8503.31,8754.88,69.588088
1579651200000,8737.02,8819.92,8605.64,8670.36,37.871172
1579737600000,8671.0,8671.0,8305.5,8414.87,64.560013
1579824000000,8411.45,8524.11,8241.5,8451.96,82.696069
1579910400000,8440.25,8442.68,8277.21,8344.78,75.48201
1579996800000,8340.11,8612.12,8301.86,8612.12,57.451045
1580083200000,8613.88,9002.45,8584.04,8914.11,103.998546
1580169600000,8921.17,9402.37,8892.43,9380.14,143.799437
1580256000000,9376.62,9445.67,9239.08,9300.85,140.356186
1580342400000,9300.42,9579.29,9205.0,9526.47,131.547022
1580428800000,9513.19,9534.33,9213.32,9352.98,76.298925
1580515200000,9363.96,9462.65,9301.63,9388.81,61.245697
1580601600000,9384.73,9487.85,9157.15,9332.83,73.733713
1580688000000,9324.9,9600.0,9241.58,9299.8,103.261331
1580774400000,9299.53,9356.66,9100.0,9195.95,72.818585
1580860800000,9192.37,9747.48,9180.27,9610.31,125.859151
1580947200000,9625.0,9859.33,9535.38,9766.99,118.594015
1581033600000,9767.0,9880.32,9730.59,9815.0,114.263799
1581120000000,9821.51,9937.31,9668.84,9903.38,123.202272
1581206400000,9903.35,10174.27,9892.42,10153.53,132.3238
1581292800000,10165.0,10193.58,9767.62,9850.16,64.643096
1581379200000,9848.03,10325.27,9718.9,10228.72,131.651073
1581465600000,10230.93,10450.0,10230.64,10348.98,100.010641
1581552000000,10318.09,10490.0,10101.26,10217.13,154.524547
1581638400000,10237.42,10376.6,10116.94,10344.17,54.421371
1581724800000,10350.58,10373.47,9800.0,9898.96,77.415116
1581811200000,9908.62,10047.63,9649.72,9928.33,79.983205
1581897600000,9916.64,9952.62,9458.42,9708.77,127.362219
1581984000000,9698.24,10249.17,9593.22,10158.14,99.603428
1582070400000,10167.94,10512.0,9400.0,9601.99,122.651752
1582156800000,9588.19,9686.42,9410.02,9608.23,59.479937
1582243200000,9587.23,9761.24,9571.64,9670.0,42.660383
1582329600000,9675.78,9702.82,9558.25,9664.01,19.105039
1582416000000,9656.4,10002.98,9656.4,9949.57,34.398361
1582502400000,9945.64,9993.8,9487.44,9657.21,72.471237
1582588800000,9665.52,9669.54,9256.66,9319.74,70.055603
1582675200000,9309.7,9372.65,8653.0,8790.39,127.025997
1582761600000,8784.22,8967.12,8531.36,8802.94,87.447145
1582848000000,8818.72,8900.32,8451.67,8694.33,113.603047
1582934400000,8698.05,8787.36,8524.44,8528.54,30.989384
1583020800000,8523.66,8746.82,8428.7,8545.65,62.480797
1583107200000,8525.48,8963.39,8502.03,8900.76,75.481934
1583193600000,8913.63,8919.44,8660.53,8758.86,99.933376
1583280000000,8765.54,8844.36,8672.76,8748.23,69.532432
1583366400000,8765.21,9152.18,8765.21,9062.79,94.383394
1583452800000,9051.95,9170.84,8993.59,9140.03,62.796637
1583539200000,9140.03,9199.13,8847.87,8886.71,77.674978
1583625600000,8885.47,8885.47,8003.84,8036.46,127.36534
1583712000000,8036.65,8175.98,7642.21,7939.79,304.948987
1583798400000,7939.82,8140.35,7736.58,7888.99,146.684987
1583884800000,7880.0,7977.46,7597.21,7926.4,114.702022
1583971200000,7950.14,7956.4,4510.0,4824.58,2078.443533
1584057600000,4814.78,5948.5,3649.04,5582.5,2402.633114
1584144000000,5583.79,5626.0,5053.25,5169.45,183.878643
1584230400000,5172.68,5943.59,5101.05,5365.04,306.334772
1584316800000,5326.48,5361.94,4426.37,5023.0,525.896332
1584403200000,5018.11,5522.61,4950.17,5320.37,307.111606
1584489600000,5337.47,5437.71,5000.05,5390.21,567.576802
1584576000000,5394.56,6397.65,5252.01,6179.03,480.699799
1584662400000,6166.81,6904.12,5685.74,6205.0,542.741617
1584748800000,6208.38,6451.84,5871.38,6165.0,349.50878
1584835200000,6148.07,6403.69,5762.84,5818.52,382.082858
1584921600000,5810.22,6586.88,5696.92,6481.71,325.910685
1585008000000,6499.47,6830.63,6387.89,6749.94,193.537502
1585094400000,6744.53,6954.56,6474.17,6695.91,179.296648
1585180800000,6700.0,6772.38,6517.01,6734.11,176.751321
1585267200000,6750.08,6836.61,6275.59,6365.87,156.399686
1585353600000,6359.77,6359.77,6032.28,6243.16,282.316189
